"pinyinnum","pinyintone","pinyinnone","traditional","simplified","MC","OC","radsup","morph","variant","Kroll","zdic","note"
"cang1~huang2","cāng~huáng","cang~huang","倉皇","仓皇","tshang~hwang","*[s.r̥]ˤaŋ~*[ɢ]ʷˤaŋ","NA","RR","倉煌","hustle and bustle","恐懼忙亂的樣子。唐．陳鴻．長恨傳：「倉皇展轉，竟就死於尺組之下。」西遊記．第九回：「正在倉皇之際，忽見水面上一個死屍浮來，靠近江岸之旁。」近緊張、倉促、倉猝反鎮定、從容或作「倉黃」、「倉惶」、「蒼惶」。","NA"
"shu1~hu1","shū~hū","shu~hu","倏忽","倏忽","syuwk~xwot","*liwk~*m̥ˤut","NA","RR","倏忽, 儵忽","swift and sudden, in haste and hurry, in a flash and a flicker","疾速。漢．蔡琰．胡笳十八拍：「生倏忽兮如白駒之過隙，然不得歡樂兮當我之盛年。」三國演義．第六十八回：「小童急欲問時，左慈已拂袖而去；其行如飛，倏忽不見。」近突然、忽然","I wonder how the phonology here supports the ideophone?"
"shu1~shen1","shū~shēn","shu~shen","倏眒","倏眒","swyuk~syin","*liwk~NA","NA","RR","NA","swift and sudden, in haste and hurry, in a flash and a flicker","NA","NA"
"chang2~yang2","cháng~yáng","chang~yang","倘佯","倘佯","dzyang~yang","NA~NA","人","RR","倘佯, 徜徉, 彷徉","shilly-shally, shift back and forth, havering and wavering","安閒自在的徘徊。文選．宋玉．風賦：「然後倘佯中庭，北上玉堂，躋于羅帷，經于洞房，迺得為大王之風也。」文選．左思．吳都賦：「徘徊倘佯，寓目幽蔚。」近徘徊亦作「徜徉」。","morphology?"
"ti4~tang3","tì~tǎng","ti~tang","倜儻","倜傥","thek~thangX","NA~*tʰˤaŋʔ","人","RR","NA","special and exceptional, sui generis, in a different category; careless and unchecked, coolly unconcerned; assertive and assured, in complete control","卓異、特別。文選．司馬遷．報任少卿書：「古者富貴而名摩滅，不可勝記，唯倜儻非常之人稱焉。」文選．王逸．魯靈光殿賦：「迢嶢倜儻，豐麗博敞，洞軫轕乎，其無垠也。」卓越豪邁，灑脫不受約束的樣子。三國志．卷二十一．魏書．阮籍傳：「瑀子籍，才藻豔逸，而倜儻放蕩，行己寡欲，以莊周為模則。」初刻拍案驚奇．卷十二：「本是儒家子弟，生來心性倜儻佻㒓，頑耍戲浪，不拘小節。」","NA"
"kong3~zong3","kǒng~zǒng","kong~zong","倥傯","倥偬","khuwngX~tsuwngX","NA~NA","人","RR","倥偬","overcome with anguish, concerned, hard-pressed; multiplicity, multitude","事情紛繁迫促的樣子。後漢書．卷二十五．卓茂傳．論曰：「嬰城者相望，斯固倥傯不暇給之日。」文選．孔稚珪．北山移文：「敲扑諠囂犯其慮，牒訴倥傯裝其懷。」窮困窘迫。後漢書．卷五十九．張衡傳：「將隆大位，必先倥傯之也。」楚辭．劉向．九歎．思古：「悲余生之無歡兮，愁倥傯於山陸。」亦作「悾憁」。","倥 kong3 also kong1 (MC khuwng)"
"wo3~duo4","wǒ~duò","wo~duo","倭墮","倭堕","'wa~dwaX","NA~*lˤojʔ","NA","RR","NA","swept-fall, woman's hairstyle with hair combed over to one side","NA","is this an ideophone?"
"yan3~jian3","yǎn~jiǎn","yan~jian","偃蹇","偃蹇","'jonX~kjenX","*ʔa[n]ʔ~NA","NA","RR","NA","benidng and twisting, hunched and crouched; drained and done in, spent and played out; tall and towering, raised up and aloft; high and haughty","傲慢。左傳．哀公六年：「彼皆偃蹇，將棄子之命。」明．凌濛初．紅拂記．第二齣：「則見他取角枕欹斜臥倒。更半支頤偃蹇頻瞧。」高立的樣子。楚辭．屈原．離騷：「望瑤臺之偃蹇兮，見有娥之佚女。」文選．枚乘．七發：「旍旗偃蹇，羽毛肅紛。」屈曲。淮南子．本經：「偃蹇寥糾，曲成文章。」初刻拍案驚奇．卷七：「蛇龍偃蹇，觀闕嵯峨，縹緲笙歌沸。」安臥。後漢書．卷六十下．蔡邕傳：「我力能族人，蔡邕遂偃蹇者，不旋踵矣。」困頓、失志。聊齋志異．卷三．連城：「少負才名，年二十餘，猶偃蹇。」","NA"
"wo4~cu4","wò~cù","wo~cu","偓促","偓促","'aewk~tshjowk","NA~NA","人","RR","NA","vapid and tiresome, dim-witted, small-minded and rigid","NA","NA"
"cang1~ning2","cāng~níng","cang~ning","傖獰","伧狞","dzreang~naeng","NA~NA","NA","RR","NA","oafish, coarse and uncouth","NA","the definiting of 傖 is 'insulting term used by Jiangnan-area people for Northerners in the Nanbeichao period' so the 獰 ning2 part here could be a transliteration of Wu word for 人 /nin/"
"qi1~chou3","qī~chǒu","qi~chou","僛丑","僛丑","khi~trhjuwX","NA~*[n̥]ruʔ","NA","RR","NA","hideous, unsighlty, ugly","NA","I don't know what this is"
"you1~rou2","yōu~róu","you~rou","優柔","优柔","'juw~nyuw","*ʔ(r)u~*nu","NA","RR","優遊, 優柔","loose and leisurely, freely and liberally, relaxed and amiable; genial and generous; broadly forbearing; unhurried and easy; indecisive and uncertain","和平。文選．王襃．洞簫賦：「優柔溫潤，又似君子。」寬舒、從容不迫。魏書．卷五十六．鄭羲傳：「垂心經素，優柔墳籍。」南朝梁．劉勰．文心雕龍．書記：「故宜條暢以任氣，優柔以懌懷。」因循不決。新唐書．卷一○五．褚遂良傳：「昔漢武帝行岱禮，優柔者數年，臣愚願加詳慮。」如：「優柔寡斷」。反果斷、果決","NA"
"you1~you2","yōu~yóu","you~you","優游","优游","'juw~yuw","*ʔ(r)u~*[N-]ru","NA","RR","優遊, 優柔","loose and leisurely, freely and liberally, relaxed and amiable; genial and generous; broadly forbearing; unhurried and easy; indecisive and uncertain","閒暇自得的樣子。詩經．大雅．卷阿：「伴奐爾游矣，優游爾休矣。」明．江盈科．雪濤小說．妄心：「我與爾優游以終餘年，不亦快乎？」反忙碌、匆忙或作「優繇」、「優遊」。委心任運。淮南子．本經：「古之人同氣于天地，與一世而優游。」猶豫不決的樣子。尚書大傳．卷四．康誥：「周公將作禮樂，優游之三年不能作。」漢書．卷五十八．兒寬傳：「今將舉大事，優游數年，使群臣得人自盡，終莫能成。」寬裕、有餘裕。淮南子．俶真：「由此觀之，物莫不生於有也，小大優游矣。」宋．蕭德藻．樵夫詩：「一擔乾柴古渡頭，盤纏一日頗優游。」廣大、寬廣。楚辭．屈原．九章．惜往日：「封介山而為之禁兮，報大德之優游。」閒暇自得的樣子。後漢書．卷六十八．符融傳：「融同郡田盛，字仲嚮，與郭林宗同好，亦名知人，優遊不仕，並以壽終。」亦作「優游」。古代車上的用具。南齊書．卷十七．輿服志：「玉輅，漆畫輪，兩廂上望板前優遊。」","NA"
"you1~you2","yōu~yóu","you~you","優遊","优遊","'juw~yuw","*ʔ(r)u~*[N-]ru","NA","RR","優遊, 優柔","loose and leisurely, freely and liberally, relaxed and amiable; genial and generous; broadly forbearing; unhurried and easy; indecisive and uncertain","NA","NA"
"chu2~yu3","chú~yǔ","chu~yu","儲與","储与","drjo~yoX","NA~*m-q(r)aʔ","NA","RR","NA","cramped and constricted; shifting to and fro","NA","NA"
"shu1~hu1","shū~hū","shu~hu","儵忽","儵忽","syuwk~xwot","NA~*m̥ˤut","NA","RR","倏忽, 儵忽","in a flash, swift(ly), abrupt(ly); flash and flicker, haste and hurry, swift and suffen; collective name for god of the South Sea and god of the North Sea (Zhuangzi)","NA","NA"
"chong1~chi4","chōng~chì","chong~chi","充斥","充斥","tsyhuwng~tsyhek","*tʰuŋ~*tʰAk","NA","RR","NA","swarm and spread, run riot","充滿、遍布。左傳．襄公三十一年：「敝邑以政刑之不脩，寇盜充斥。」五代史平話．晉史．卷下：「晉與契丹絕好，北邊寇盜充斥。」近充滿、充溢","NA"
"kuang1~rang2","kuāng~ráng","kuang~rang","劻勷","劻勷","kjwang~nyang","NA~NA","力","RR","NA","hurried and hasty, anxious","急迫不安的樣子。唐．韓愈．劉統軍碑：「蔡卒幸喪，圍我許郛。新師不牢，劻勷將逋。」唐．白居易．渭村退居寄禮部崔侍郎翰林錢舍人詩一百韻：「樂天無怨歎，倚命不匡勷。」","NA"
"pu2~fu2","pú~fú","pu~fu","匍匐","匍匐","bu~bjuwk","*[b]ˤa~*[b]ək","勹","RR","NA","creep and crawl, drag along","手足伏地爬行。莊子．秋水：「不聞夫壽陵餘子之學行於邯鄲與？未得國能，又失其故行矣！直匍匐而歸耳。」明．馬中錫．中山狼傳：「先生伏質就地，匍匐以進。」近蒲伏、爬行、膝行亦作「匍伏」、「蒲伏」、「蒲服」。比喻急遽、盡力。詩經．邶風．谷風：「凡民有喪，匍匐救之。」文選．劉琨．答盧諶詩：「裹糧攜弱，匍匐星奔。」","NA"
"zhuo1~luo4","zhuō~luò","zhuo~luo","卓犖","卓荦","traewk~laewk","*tˤrawk~NA","NA","RR","NA","(med.) outstanding, salient; prominent; above the crowd; excellent","卓絕超群。文選．左思．詠史詩八首之一：「弱冠弄柔翰，卓犖觀群書。」儒林外史．第二十九回：「風流高會，江南又見奇蹤，卓犖英姿，海內都傳雅韻。」亦作「卓躒」。","NA"
"zhan1~duan4","zhān~duàn","zhan~duan","占斷","占断","tsyemH~dwanH","*tem~*N-tˤo[n]ʔ","NA","RR","NA","(med.) control completely; enjoy alone, enjoy to the fullest","占卜以判斷吉凶。全部占有。唐．吳融．杏花詩：「粉薄紅輕掩斂羞，花中占斷得風流。」","NA"
"cen1~ci1","cēn~cī","cen~ci","參差","参差","tshrim~tsrje","r̥ˤəʔ~*tsʰraj","NA","RR","NA","uneven and unequal (appearance); erratically arrayed; zig-zag; one way or another;","雜亂不齊的樣子。詩經．周南．關雎：「參差荇菜，左右流之。」北魏．酈道元．水經注．江水注：「其間遠望，勢交嶺表，有五六峰，參差互出。」反整齊不一致、有問題。初刻拍案驚奇．卷二十九：「有甚麼說話參差了？不然或是女孩兒家貪睡，忘記了。」儒林外史．第八回：「為這交盤的事，彼此參差著，王太守不肯就接。」大約、幾乎。唐．白居易．長恨歌：「中有一人字太真，雪膚花貌參差是。」宋．辛棄疾．水龍吟．老來曾識淵明詞：「老來曾識淵明，夢中一見參差是。」","synonymous with 差池、柴池"
"pan4~huan4","pàn~huàn","pan~huan","叛換","叛换","banhH~hwanH","NA~*[ɢ]ʷˤa[n]-s","NA","RR","NA","fractious and refractory","NA","NA"
"pan4~yan3","pàn~yǎn","pan~yan","叛衍","叛衍","banh~yenH","NA~*N-q(r)anʔ","NA","RR","NA","continuously connected, without break","NA","NA"
"shen1~yin2","shēn~yín","shen~yin","呻吟","呻吟","syin~ngim","*l̥i[n]~*m-qʰ(r)[ə]m","口","RR","NA","recite by rote; moan piteously, esp. form pain or illness","吟詠。莊子．列禦寇：「鄭人緩也，呻吟裘氏之地。」南朝梁．鍾嶸．詩品序：「至於膏腴子弟，恥文不逮，終朝點綴，分夜呻吟。」因病痛或哀傷所發出的聲音。三國演義．第九十八回：「時郝昭病危。當夜正呻吟之間，忽報蜀軍到城下了。」紅樓夢．第四十七回：「一齊來至馬前，只聽葦中有人呻吟。」","NA"
"ju3~ju2","jǔ~jú","ju~ju","咀嚼","咀嚼","dzojX~dzjak","NA~NA","口","RR","NA","munch and chew, nibble and gnaw; ruminate over","用牙齒咬碎與磨細食物。文選．司馬相如．上林賦：「唼喋青藻，咀嚼菱藕。」抱朴子．外篇．博喻：「故鋸齒不能咀嚼，箕舌不能別味。」反覆體會、玩味。南朝梁．劉勰．文心雕龍．序志：「傲岸泉石，咀嚼文義。」老殘遊記．第九回：「仔細看去，原來是六首七絕詩，非佛非仙，咀嚼起來，到也有些意味。」近品味咬字吐音。三國．魏．曹植．正會詩：「笙磬既設，箏瑟俱張。悲歌厲聲，咀嚼清商。」詛咒。後漢書．卷六十一．左雄傳：「生為天下所咀嚼，死為海內所歡快。」","NA"
"hai2~tai2","hái~tái","hai~tai","咍台","咍台","xoj~doj","NA~*lə","厶","RR","NA","onom. Snoring, snoring with might","狀聲詞。形容打鼾的聲音。南朝宋．劉義慶．世說新語．雅量：「顧至曉回轉，不得快孰。許上床便咍臺大睡。丞相顧諸客曰：『此中亦難得眠處。』」","NA"
"zha4~sha1","zhà~shā","zha~sha","咤沙","咤沙","traeH~srae","NA~*sˤraj","NA","RR","NA","(med.) open(ly), widespread","NA","NA"
"zi1~jie1","zī~jiē","zi~jie","咨嗟","咨嗟","tsij~tsae","*[ts]ij~*tsAj","口","RR","NA","oh no! ah alas!","嘆息。唐．李白．蜀道難：「蜀道之難難於上青天，側身西望長咨嗟。」儒林外史．第一回：「那官咨嗟歎息了一回，仍舊捧詔回旨去了。」近太息、歎息、嗟歎讚嘆、嘆賞。文選．蔡邕．陳太丘碑文：「群公百寮，莫不咨嗟。」南朝宋．劉義慶．世說新語．文學：「郭陳張甚盛，裴徐理前語，理致甚微，四坐咨嗟稱快。」","NA"
"zhi3~chi3","zhǐ~chǐ","zhi~chi","咫尺","咫尺","tsjeX~tsyhek","*keʔ~*tʰAk","尺","RR","NA","as close as can be, within a foot's length, cheek by jowl; as slight as can be, hardly noticeable, just a smitch and a smidgen","形容距離很近。文選．揚雄．長楊賦：「且盲者不見咫尺，而離婁燭千里之隅。」初刻拍案驚奇．卷三十六：「須臾大雪，咫尺昏黑。」如：「近在咫尺」。","NA"
"tang2~tu1","táng~tū","tang~tu","唐突","唐突","dang~thwot","*r̥ˤaŋ~*m-tʰˤut","NA","RR","唐突,樘突","(med.) in (less than) no time, pell-mell, before one knows","觸犯、牴觸。後漢書．卷七十．孔融傳：「又融為九列，不遵朝儀，禿巾微行，唐突宮掖。」元．關漢卿．蝴蝶夢．第二折：「見鑾輿，便唐突。」近冒昧亦作「搪突」。失禮，冒昧的舉動。宋．無名氏．李師師外傳：「兒性好靜坐，唐突勿罪。」清．洪昇．長生殿．第四齣：「這等說，倒是寡人唐突了。」亦作「搪突」。","NA"
"wa1~ou1","wā~ōu","wa~ou","唲嘔","唲呕","'ea~'uw","NA~*qˤ(r)oʔ","口","RR","NA","prattle of children; jibber jabber","NA","唲 wa1 also er2 (MC nye)"
"zhao1~zha1","zhāo~zhā","zhao~zha","啁哳","啁哳","traew~traet","*tˤriw~NA","口","RR","NA","onom. of chitter-chatter of birds; mestive murmur; shrill skirl of flute","狀聲詞。形容繁雜細碎的聲音。楚辭．宋玉．九辯：「鴈廱廱而南遊兮，鵾雞啁哳而悲鳴。」清．紀昀．閱微草堂筆記．卷九．如是我聞三：「其人舉手指揮，語啁哳不可辨。」","NA"
"zhou1~jiao1","zhōu~jiāo","zhou~jiao","啁啾","啁啾","trjuw~tsjuw","*tˤriw~NA","口","RR","啁噍, 啁啾","onom. of wren's low cry: tsew-tsyew; onom. of other bird-calls; congruent concord of harmonious music","狀聲詞：(1)​ 形容鳥叫聲。唐．王維．黃雀痴詩：「到大啁啾解游颺，各自東西南北飛。」(2)​ 形容樂器齊奏的聲音。唐．杜甫．渼彼行：「鳧鷖散亂棹謳發，絲管啁啾空翠。」(3)​ 形容幼兒學話的聲音。聊齋志異．卷三．夜叉國：「徐輒教以人言，漸能語，啁啾之中，有人氣焉。」","NA"
"zhou1~jiao1","zhōu~jiāo","zhou~jiao","啁噍","啁噍","trjuw~tsjuw","*tˤriw~*[dz]ewk-s","口","RR","啁噍, 啁啾","onom. of wren's low cry: tsew-tsyew; onom. of other bird-calls; congruent concord of harmonious music","一種鳥，指鷦鷯。呂氏春秋．慎行論．求人：「啁噍巢於林，不過一枝。」狀聲詞。形容鳥鳴聲。禮記．三年問：「至於燕雀猶有啁噍之頃焉。」","NA"
"an2~long4","án~lòng","an~long","啽哢","啽哢","ngom~luwngH","NA~NA","口","RR","NA","chiffer-chaffer of birds","NA","NA"
"an2~mo4","án~mò","an~mo","啽默","啽默","ngom~mok","NA~NA","NA","RR","NA","tight-lipped and taciturn; still and speechless; keep mum","緘默。新唐書．卷一三○．楊瑒傳：「融方貴，公卿啽默唯唯，獨瑒抗議，故出為華州刺史。」","NA"
"jiu1~ji1","jiū~jī","jiu~ji","啾唧","啾唧","tsjuw~tsik","NA~NA","口","RR","NA","onom. Dry leaves rustling","狀聲詞。形容細碎煩雜的聲音。北史．卷二十四．王憲傳：「大鵬始欲舉，燕雀何啾唧！」嘀嘀咕咕，多指煩躁不安。聊齋志異．卷五．陽武侯：「大哥啾唧，得無以遣戍無人耶？」小疾、微恙。英烈傳．第五回：「倘或道念不堅，聖躬有些啾唧，也是我們保護不周。」","NA"
"jiu1~cao2","jiū~cáo","jiu~cao","啾嘈","啾嘈","tsjuw~dzaw","NA~NA","口","RR","NA","onom. Shrill musical pipes","NA","NA"
"yin4~wu1","yìn~wū","yin~wu","喑嗚","喑呜","'imH~'u","NA~NA","口","RR","NA","rant and rave, fume and fulminate","懷怒氣。文選．左思．吳都賦：「睚眥則挺劍，喑嗚則彎弓。」唐．駱賓王．為徐敬業討武曌檄：「喑嗚則山岳崩頹，叱吒則風雲變色。」","NA"
"yin1~wu4","yīn~wù","yin~wu","喑噁","喑噁","'im~'uH","NA~NA","口","RR","NA","rant and rave","NA","NA"
"yin1~wu4","yīn~wù","yin~wu","喑噁","喑噁","'imH~'uH","NA~NA","口","RR","NA","rant and rave, fume and fulminate","NA","NA"
"wu1~hu1","wū~hū","wu~hu","嗚乎","呜乎","'u~hu","NA~*ɢˤa","NA","RR","嗚呼, 嗚乎, 嗚虖, 烏呼, 烏乎, 烏虖","sigh of sadness: alas","NA","NA"
"wu1~hu1","wū~hū","wu~hu","嗚呼","呜呼","'u~xu","NA~*qʰˤa","口","RR","嗚呼, 嗚乎, 嗚虖, 烏呼, 烏乎, 烏虖","sigh of sadness: alas","感嘆詞。書經．五子之歌：「嗚呼曷歸，予懷之悲。」近於乎、於戲或作「於乎」、「於戲」、「烏乎」、「烏呼」、「烏虖」、「嗚虖」。讚嘆詞。書經．旅獒：「嗚呼！明王慎德，四夷咸賓。」借指死亡。紅樓夢．第十六回：「自己氣的老病發作，三五日光景，嗚呼死了。」","NA"
"wu1~ye1","wū~yē","wu~ye","嗚咽","呜咽","'u~je","NA~*ʔˤi[n]","口","RR","NA","wailing and keening, choking with tears; (med.) onom. of swift-flowing water, gurgling and gushing","悲傷哭泣。紅樓夢．第三回：「摟了黛玉在懷，又嗚咽起來。眾人忙都寬慰解釋，方略略止住。」清．方苞．左忠毅公軼事：「史前跪，抱公膝而嗚咽。」近啜泣亦作「於邑」、「嗚唈」。形容淒涼低沉的聲音。漢．蔡琰．胡笳十八拍：「夜聞隴水兮聲嗚咽，朝見長城兮路沓漫。」唐．溫庭筠．更漏子．背江樓詞：「背江樓、臨海月，城上角聲嗚咽。」","NA"
"wu1~hu1","wū~hū","wu~hu","嗚虖","呜虖","'u~hu","NA~NA","NA","RR","嗚呼, 嗚乎, 嗚虖, 烏呼, 烏乎, 烏虖","sigh of sadness: alas","NA","NA"
"ou1~ya3","ōu~yǎ","ou~ya","嘔啞","呕哑","'uw~'aeX","*qˤ(r)oʔ~*ʔˤraʔ","口","RR","NA","onom. of various sounds, incl. prate and prattle of children, gibber-jabber of incoherent mumblers, chitter-chatter of brds, rumbling trundle of carts, ""eeoo-yaa"" of wind or string instruments","狀聲詞：(1)​ 形容小兒學語聲。唐．白居易．念金鑾子詩二首之一：「況念夭札時，嘔啞初學語。」(2)​ 形容管樂聲。唐．杜牧．阿房宮賦：「管絃嘔啞，多於市人之言語。」(3)​ 形容鳥鳴聲。宋．歐陽修．贈無為軍李道士詩二首之二：「李師一彈鳳皇聲，空山百鳥停嘔啞。」(4)​ 形容車輪滾動聲。唐．曹鄴．四怨詩之四：「手推嘔啞車，朝朝暮暮耕。」(5)​ 形容船櫓聲。唐．胡宿．趙宗道歸輦下詩：「江浦嘔啞風送櫓，河橋勃翠柳垂堤。」宋．陸游．鷓鴣天．嬾向青門學種瓜詞：「歌縹緲，艣嘔啞，酒如清露鮓如花。」或作「嘔軋」。","NA"
"ou1~ya4","ōu~yà","ou~ya","嘔軋","呕轧","'uw~'eat","*qˤ(r)oʔ~*qˤrət","NA","RR","NA","onom. of grinding, creaking, clattering, rattling sounds","NA","the ya4 has some semantic influence on this construction"
"cheng1~hong2","chēng~hóng","cheng~hong","噌吰","噌吰","tsrhaeng~heang","NA~NA","口","RR","NA","onom. Chiming bells","聲音壯闊的樣子。文選．司馬相如．長門賦：「擠王戶以撼金鋪兮，聲噌吰而似鍾音。」","NA"
"jiao4~tiao4","jiào~tiào","jiao~tiao","噭咷","噭咷","kewH~djewX","NA~NA","口","RR","NA","old Chu dialect word for incessant crying of babies; to belt (a song), to call loudly","小兒哭泣不止。說文解字．咷字．段玉裁．注：「咷，楚謂兒泣不止曰噭咷。」聲音清脆悠揚。漢書．卷七十六．韓延壽傳：「歌者先居射室，望見延壽車，噭咷楚歌。」或作「噭誂」。","咷 tiao4 also tao2 as in 號咷"
"ru2~er2","rú~ér","ru~er","嚅唲","嚅唲","nyu~nye","NA~NA","口","RR","NA","strained smile, smirking laughter","諂媚的笑。楚辭．王逸．卜居：「將哫訾慄斯，喔咿嚅唲，以事婦人乎？」或作「儒兒」。","NA"
"ying1~wo1","yīng~wō","ying~wo","嚶喔","嘤喔","'eang~'aewk","NA~NA","口","RR","NA","onom. birdcall, crying of birds, wee-ang, wee-ang wawk","NA","NA"
"yin1~xun2","yīn~xún","yin~xun","因循","因循","'jin~zwin","*ʔi[n]~*sə.lu[n]","NA","RR","NA","(med.) casually, carelessly, as one wishes, at one's whim; idly and unhurried; linger and dally, stall and stay on","遵循舊習而無所改動。後漢書．卷三十四．梁統傳：「自高祖之興，至于孝宣，君明臣忠，謨謀深博，猶因循舊章，不輕改革。」南朝梁．劉勰．文心雕龍．史傳：「及班固述漢，因循前業，觀司馬遷之辭，思實過半。」反革新敷衍慢怠。唐．韓愈．酬裴十六功曹巡府西驛塗中見寄詩：「多才自勞苦，無用祗因循。」元．關漢卿．哭存孝．第二折：「我這裡傍邊側立索慇懃，怎敢道怠因循！」悠游閒散。唐．羅隱．寄第五尊師詩：「苕溪煙月久因循，野鶴衣裘獨繭綸。」唐．韓偓．擁鼻詩：「卻要因循添逸興，若為趨競愴離憂。」蹉跎、延誤。唐．白居易．和微之詩．和櫛沐寄道友詩：「因循擲白日，積漸凋朱顏。」","is this an ideophone?"
"yin1~xun2","yīn~xún","yin~xun","因巡","因巡","'jin~zwin","*ʔi[n]~*[sə.l]u[n]","NA","RR","NA","(med.) casually, carelessly, as one wishes, at one's whim; idly and unhurried; linger and dally, stall and stay on","NA","NA"
"yang3~ya4","yǎng~yà","yang~ya","坱圠","坱圠","'angX~'eat","NA~NA","土","RR","坱軋, 坱圠","everywhere and everyplace, far and wide, vast and boundless; of inifinite variety, inexhaustible diversity","廣大無邊。文選．賈誼．鵩鳥賦：「大鈞播物兮，坱圠無垠。」三國．魏．曹植．告咎文：「遂乃沉陰坱圠，甘澤微微，雨我公田，爰既予私。」地勢高低不平。文選．左思．吳都賦：「爾乃地勢坱圠，卉木镺蔓，遭藪為圃，值林為苑。」宋．蘇軾．過廬山下詩：「暴雨破坱圠，清飆掃渾酣。」","NA"
"yang3~ya4","yǎng~yà","yang~ya","坱軋","坱轧","'angX~'eat","NA~*qˤrət","NA","RR","坱軋, 坱圠","everywhere and everyplace, far and wide, vast and boundless; of inifinite variety, inexhaustible diversity","NA","NA"
"pi4~ni4","pì~nì","pi~ni","埤坭","埤坭","phiH~ngejH","NA~NA","土","RR","俾倪","look at askance","NA","NA"
"pi4~ni4","pì~nì","pi~ni","埤堄","埤堄","phejH~nghejH","NA~NA","土","RR","埤堄, 睥睨","spy-holes, observation holes along battlements","古時城牆上的矮牆。廣雅．釋宮：「埤堄，堞，女牆也。」亦作「俾倪」、「睥睨」。城上呈凹凸形而有射孔的矮牆。唐．李德裕．懷崧樓記：「此地舊隱曲軒，傍施埤堄，竹樹陰合，簷檻晝昏。」或作「埤倪」。","is this an ideophone?"
"yin2~yuan2","yín~yuán","yin~yuan","夤緣","夤缘","yin~ywen","*[ɢ[(r)ə[r]~*lon","NA","RR","NA","(med.) climbing and clambering; steadly scrabbling, advancing constantly; creeping close; following or tracing the outline of","攀緣上升。文選．左思．吳都賦：「夤緣山嶽之屺，冪歷江海之流。」比喻攀附權貴以求進身。初刻拍案驚奇．卷二十：「況且一清如水，俸資之外，毫不苟取，那有錢財夤緣？」近趨奉","NA"
"yao1~qiao3","yāo~qiǎo","yao~qiao","夭矯","夭矫","'jew~kjewX","*[ʔ](r)aw~*[k](r)[a]wʔ","夭","RR","NA","wanton wafture, unrestricted indulgence","飛騰的樣子。文選．郭璞．江賦：「撫淩波而鳧躍，吸翠霞而夭矯。」或作「夭撟」、「夭蟜」。屈曲的樣子。淮南子．脩務：「木熙者，舉梧檟，據句枉，蝯自縱，好茂葉，龍夭矯。」或作「夭撟」、「夭蟜」。","NA"
"yi2~you2","yí~yóu","yi~you","夷猶","夷犹","yij~yuw","*ləj~*[ɢ(r)]u","NA","RR","NA","equivocate and avoid, faltering qualms","遲疑不決。楚辭．屈原．九歌．湘君：「君不行兮夷猶，蹇誰留兮中洲。」文選．謝朓．新亭渚別范零陵詩：「停驂我悵望，輟棹子夷猶。」近猶豫亦作「夷由」。從容不迫的樣子。宋．姜夔．湘月．五湖舊約詞：「暝入西山，漸喚我、一葉夷猶乘輿。」","NA"
"huan4~yan3","huàn~yǎn","huan~yan","奐衍","奂衍","xwanH~yenX","NA~*N-q(r)anʔ","NA","RR","NA","lushly layered, piled profusely","NA","NA"
"qi4~kuo4","qì~kuò","qi~kuo","契闊","契阔","khet~khwat","*[kʰ]ˤet-s~*[k]ʰˤot","NA","RR","NA","work hard, toil and moil; break apart, feeling broken in two or shtattered by separation, woebegone and disconsolate; (med.) fit together, form a bond of friendship","勤苦。文選．韋曜．博弈論：「勞神苦體，契闊勤思。」分離，相隔。詩經．邶風．擊鼓：「死生契闊，與子成說。」朱熹．集傳：「契闊，隔遠之意。」唐．薛調．無雙傳：「噫！人生之契闊會合多矣，罕有若斯之比。」久別的情懷。後漢書．卷八十一．獨行傳．范冉傳：「行路急卒，非陳契闊之所，可共到前亭宿息，以敘分隔。」","NA"
"yao1~ye3","yāo~yě","yao~ye","妖冶","妖冶","'jew~yaeX","NA~NA","NA","RR","NA","winningly appealing","女子舉止欠端莊，慣於賣弄服飾容貌。易經．繫辭上．孔穎達．正義：「女子妖冶其容，身不精愨，是教誨淫者，使來淫己也。」近妖嬈美好。文選．陸機．文賦：「或奔放以諧合，務嘈囋而妖冶。」","NA"
"yao1~rao3","yāo~rǎo","yao~rao","妖嬈","妖娆","'jew~nyew","NA~NA","女","RR","NA","comely and charming","美麗而輕佻的樣子。三國．魏．曹植．感婚賦：「顧有懷兮妖嬈，用搔首兮屏營。」近明媚、妖冶","NA"
"tuo3~tie1","tuǒ~tiē","tuo~tie","妥帖","妥帖","thwaX~theap","*n̥ˤojʔ~NA","NA","RR","NA","fast and firm, sure an secure, stable and steady; smooth and tractable","穩妥得當。文選．陸機．文賦：「或妥帖而易施，或岨峿而不安。」儒林外史．第四十三回：「這書是杜少卿哥寄來的，說臧岐為人甚妥帖，薦來給大爺、二爺使喚。」近停當、妥當、妥善、恰當亦作「妥貼」。平靜、寧靜。唐．陸龜蒙．奉和襲美太湖詩二十首之一：「斯須風妥帖，若受命平秩。」","NA"
"xu3~yu2","xǔ~yú","xu~yu","姁媮","姁媮","xjoX~yu","NA~NA","女","RR","NA","in fine fashion, in a handsome manner","NA","NA"
"ran3~niao3","rǎn~niǎo","ran~niao","姌嫋","姌嫋","nyemX~newX","NA~NA","女","RR","NA","slender and slight, tenderly trailing, dainty and delicate","細弱的樣子。漢．司馬相如．子虛賦：「柔橈嬛嬛，嫵媚姌嫋。」","NA"
